workerid,trial_type,response,error,order,type,id,language,enjoyment,gender,age,problems,comments,asses,fairprice,education,OS,screenH,screenW,Browser,feedback,assignments,workerid,creationtime,Answer.condition,deadline,viewhit,keywords,assignmentduration,title,assignmentapprovaltime,Answer.catch_trials,reject,assignmentstatus,hitlifetime,numpending,description,assignmentid,assignmentaccepttime,numavailable,numcomplete,assignmentsubmittime,annotation,reviewstatus,autoapprovaltime,Answer.time_in_minutes,hitstatus,autoapprovaldelay,hittypeid,assignmentrejecttime,reward,hitid
1,"""one_slider""",1,NA,4,"""prime""","""birthday""","""English""","""2""","""Female""","""67""","""No""","""Perceptions related to intended meaning""","""Yes""","""Yes""","""2""","""Windows""",720,1280,"""Chrome""","""""","""90""",1,"""Thu Jun 21 10:57:35 CDT 2018""","""\""orprime_either\""""","""""","""https://requester.mturk.com/mturk/manageHIT?HITId=39O0SQZVJN6SW6EKV03YM12E54MR7C""","""language research stanford fun cognitive science university explanations""","""1800""","""Participate in a Linguistics Experiment!""","""Fri Jun 22 03:41:00 CDT 2018""","""[]""","""""","""Approved""","""Sat Jul 21 10:57:35 CDT 2018""","""0""","""Provide your judgments about sentences of English.""","""3U84XHCDIDC72UGMTL46TBFQ54W4ZI""","""Thu Jun 21 10:57:49 CDT 2018""","""0""","""90""","""Thu Jun 21 11:00:02 CDT 2018""","""1 cond""","""NotReviewed""","""Fri Jun 22 03:40:02 CDT 2018""","""2.1206666666666667""","""Reviewable""","""60000""","""373MH2DFEYZMZFBQ6491XEERMLCBHZ""","""""","""$0.20""","""39O0SQZVJN6SW6EKV03YM12E54MR7C"""
1,"""one_slider""",1,NA,5,"""prime""","""party""","""English""","""2""","""Female""","""67""","""No""","""Perceptions related to intended meaning""","""Yes""","""Yes""","""2""","""Windows""",720,1280,"""Chrome""","""""","""90""",1,"""Thu Jun 21 10:57:35 CDT 2018""","""\""orprime_either\""""","""""","""https://requester.mturk.com/mturk/manageHIT?HITId=39O0SQZVJN6SW6EKV03YM12E54MR7C""","""language research stanford fun cognitive science university explanations""","""1800""","""Participate in a Linguistics Experiment!""","""Fri Jun 22 03:41:00 CDT 2018""","""[]""","""""","""Approved""","""Sat Jul 21 10:57:35 CDT 2018""","""0""","""Provide your judgments about sentences of English.""","""3U84XHCDIDC72UGMTL46TBFQ54W4ZI""","""Thu Jun 21 10:57:49 CDT 2018""","""0""","""90""","""Thu Jun 21 11:00:02 CDT 2018""","""1 cond""","""NotReviewed""","""Fri Jun 22 03:40:02 CDT 2018""","""2.1206666666666667""","""Reviewable""","""60000""","""373MH2DFEYZMZFBQ6491XEERMLCBHZ""","""""","""$0.20""","""39O0SQZVJN6SW6EKV03YM12E54MR7C"""
1,"""one_slider""",1,NA,6,"""prime""","""mail""","""English""","""2""","""Female""","""67""","""No""","""Perceptions related to intended meaning""","""Yes""","""Yes""","""2""","""Windows""",720,1280,"""Chrome""","""""","""90""",1,"""Thu Jun 21 10:57:35 CDT 2018""","""\""orprime_either\""""","""""","""https://requester.mturk.com/mturk/manageHIT?HITId=39O0SQZVJN6SW6EKV03YM12E54MR7C""","""language research stanford fun cognitive science university explanations""","""1800""","""Participate in a Linguistics Experiment!""","""Fri Jun 22 03:41:00 CDT 2018""","""[]""","""""","""Approved""","""Sat Jul 21 10:57:35 CDT 2018""","""0""","""Provide your judgments about sentences of English.""","""3U84XHCDIDC72UGMTL46TBFQ54W4ZI""","""Thu Jun 21 10:57:49 CDT 2018""","""0""","""90""","""Thu Jun 21 11:00:02 CDT 2018""","""1 cond""","""NotReviewed""","""Fri Jun 22 03:40:02 CDT 2018""","""2.1206666666666667""","""Reviewable""","""60000""","""373MH2DFEYZMZFBQ6491XEERMLCBHZ""","""""","""$0.20""","""39O0SQZVJN6SW6EKV03YM12E54MR7C"""
1,"""one_slider""",1,NA,7,"""crit""","""inherit""","""English""","""2""","""Female""","""67""","""No""","""Perceptions related to intended meaning""","""Yes""","""Yes""","""2""","""Windows""",720,1280,"""Chrome""","""""","""90""",1,"""Thu Jun 21 10:57:35 CDT 2018""","""\""orprime_either\""""","""""","""https://requester.mturk.com/mturk/manageHIT?HITId=39O0SQZVJN6SW6EKV03YM12E54MR7C""","""language research stanford fun cognitive science university explanations""","""1800""","""Participate in a Linguistics Experiment!""","""Fri Jun 22 03:41:00 CDT 2018""","""[]""","""""","""Approved""","""Sat Jul 21 10:57:35 CDT 2018""","""0""","""Provide your judgments about sentences of English.""","""3U84XHCDIDC72UGMTL46TBFQ54W4ZI""","""Thu Jun 21 10:57:49 CDT 2018""","""0""","""90""","""Thu Jun 21 11:00:02 CDT 2018""","""1 cond""","""NotReviewed""","""Fri Jun 22 03:40:02 CDT 2018""","""2.1206666666666667""","""Reviewable""","""60000""","""373MH2DFEYZMZFBQ6491XEERMLCBHZ""","""""","""$0.20""","""39O0SQZVJN6SW6EKV03YM12E54MR7C"""
2,"""practice_trial""",0.02,false,1,"""filler""","""low_right""","""English""","""2""","""Male""","""32""","""No.""","""To see how people perceive certain statements. ""","""Yes""","""Yes.""","""3""","""Windows""",1080,1920,"""Firefox""","""""","""90""",2,"""Thu Jun 21 10:57:35 CDT 2018""","""\""orprime_and\""""","""""","""https://requester.mturk.com/mturk/manageHIT?HITId=39O0SQZVJN6SW6EKV03YM12E54MR7C""","""language research stanford fun cognitive science university explanations""","""1800""","""Participate in a Linguistics Experiment!""","""Fri Jun 22 03:41:00 CDT 2018""","""[]""","""""","""Approved""","""Sat Jul 21 10:57:35 CDT 2018""","""0""","""Provide your judgments about sentences of English.""","""35BLDD71I7W6W7Z1DH5T21F3IOSZVO""","""Thu Jun 21 10:58:12 CDT 2018""","""0""","""90""","""Thu Jun 21 11:00:02 CDT 2018""","""1 cond""","""NotReviewed""","""Fri Jun 22 03:40:02 CDT 2018""","""1.689""","""Reviewable""","""60000""","""373MH2DFEYZMZFBQ6491XEERMLCBHZ""","""""","""$0.20""","""39O0SQZVJN6SW6EKV03YM12E54MR7C"""
2,"""practice_trial""",1,false,2,"""filler""","""high_right""","""English""","""2""","""Male""","""32""","""No.""","""To see how people perceive certain statements. ""","""Yes""","""Yes.""","""3""","""Windows""",1080,1920,"""Firefox""","""""","""90""",2,"""Thu Jun 21 10:57:35 CDT 2018""","""\""orprime_and\""""","""""","""https://requester.mturk.com/mturk/manageHIT?HITId=39O0SQZVJN6SW6EKV03YM12E54MR7C""","""language research stanford fun cognitive science university explanations""","""1800""","""Participate in a Linguistics Experiment!""","""Fri Jun 22 03:41:00 CDT 2018""","""[]""","""""","""Approved""","""Sat Jul 21 10:57:35 CDT 2018""","""0""","""Provide your judgments about sentences of English.""","""35BLDD71I7W6W7Z1DH5T21F3IOSZVO""","""Thu Jun 21 10:58:12 CDT 2018""","""0""","""90""","""Thu Jun 21 11:00:02 CDT 2018""","""1 cond""","""NotReviewed""","""Fri Jun 22 03:40:02 CDT 2018""","""1.689""","""Reviewable""","""60000""","""373MH2DFEYZMZFBQ6491XEERMLCBHZ""","""""","""$0.20""","""39O0SQZVJN6SW6EKV03YM12E54MR7C"""
2,"""one_slider""",0.5,NA,3,"""prime""","""mail""","""English""","""2""","""Male""","""32""","""No.""","""To see how people perceive certain statements. ""","""Yes""","""Yes.""","""3""","""Windows""",1080,1920,"""Firefox""","""""","""90""",2,"""Thu Jun 21 10:57:35 CDT 2018""","""\""orprime_and\""""","""""","""https://requester.mturk.com/mturk/manageHIT?HITId=39O0SQZVJN6SW6EKV03YM12E54MR7C""","""language research stanford fun cognitive science university explanations""","""1800""","""Participate in a Linguistics Experiment!""","""Fri Jun 22 03:41:00 CDT 2018""","""[]""","""""","""Approved""","""Sat Jul 21 10:57:35 CDT 2018""","""0""","""Provide your judgments about sentences of English.""","""35BLDD71I7W6W7Z1DH5T21F3IOSZVO""","""Thu Jun 21 10:58:12 CDT 2018""","""0""","""90""","""Thu Jun 21 11:00:02 CDT 2018""","""1 cond""","""NotReviewed""","""Fri Jun 22 03:40:02 CDT 2018""","""1.689""","""Reviewable""","""60000""","""373MH2DFEYZMZFBQ6491XEERMLCBHZ""","""""","""$0.20""","""39O0SQZVJN6SW6EKV03YM12E54MR7C"""
2,"""one_slider""",0.5,NA,4,"""prime""","""party""","""English""","""2""","""Male""","""32""","""No.""","""To see how people perceive certain statements. ""","""Yes""","""Yes.""","""3""","""Windows""",1080,1920,"""Firefox""","""""","""90""",2,"""Thu Jun 21 10:57:35 CDT 2018""","""\""orprime_and\""""","""""","""https://requester.mturk.com/mturk/manageHIT?HITId=39O0SQZVJN6SW6EKV03YM12E54MR7C""","""language research stanford fun cognitive science university explanations""","""1800""","""Participate in a Linguistics Experiment!""","""Fri Jun 22 03:41:00 CDT 2018""","""[]""","""""","""Approved""","""Sat Jul 21 10:57:35 CDT 2018""","""0""","""Provide your judgments about sentences of English.""","""35BLDD71I7W6W7Z1DH5T21F3IOSZVO""","""Thu Jun 21 10:58:12 CDT 2018""","""0""","""90""","""Thu Jun 21 11:00:02 CDT 2018""","""1 cond""","""NotReviewed""","""Fri Jun 22 03:40:02 CDT 2018""","""1.689""","""Reviewable""","""60000""","""373MH2DFEYZMZFBQ6491XEERMLCBHZ""","""""","""$0.20""","""39O0SQZVJN6SW6EKV03YM12E54MR7C"""
2,"""one_slider""",0.5,NA,5,"""prime""","""dealership""","""English""","""2""","""Male""","""32""","""No.""","""To see how people perceive certain statements. ""","""Yes""","""Yes.""","""3""","""Windows""",1080,1920,"""Firefox""","""""","""90""",2,"""Thu Jun 21 10:57:35 CDT 2018""","""\""orprime_and\""""","""""","""https://requester.mturk.com/mturk/manageHIT?HITId=39O0SQZVJN6SW6EKV03YM12E54MR7C""","""language research stanford fun cognitive science university explanations""","""1800""","""Participate in a Linguistics Experiment!""","""Fri Jun 22 03:41:00 CDT 2018""","""[]""","""""","""Approved""","""Sat Jul 21 10:57:35 CDT 2018""","""0""","""Provide your judgments about sentences of English.""","""35BLDD71I7W6W7Z1DH5T21F3IOSZVO""","""Thu Jun 21 10:58:12 CDT 2018""","""0""","""90""","""Thu Jun 21 11:00:02 CDT 2018""","""1 cond""","""NotReviewed""","""Fri Jun 22 03:40:02 CDT 2018""","""1.689""","""Reviewable""","""60000""","""373MH2DFEYZMZFBQ6491XEERMLCBHZ""","""""","""$0.20""","""39O0SQZVJN6SW6EKV03YM12E54MR7C"""
2,"""one_slider""",0.49,NA,6,"""prime""","""birthday""","""English""","""2""","""Male""","""32""","""No.""","""To see how people perceive certain statements. ""","""Yes""","""Yes.""","""3""","""Windows""",1080,1920,"""Firefox""","""""","""90""",2,"""Thu Jun 21 10:57:35 CDT 2018""","""\""orprime_and\""""","""""","""https://requester.mturk.com/mturk/manageHIT?HITId=39O0SQZVJN6SW6EKV03YM12E54MR7C""","""language research stanford fun cognitive science university explanations""","""1800""","""Participate in a Linguistics Experiment!""","""Fri Jun 22 03:41:00 CDT 2018""","""[]""","""""","""Approved""","""Sat Jul 21 10:57:35 CDT 2018""","""0""","""Provide your judgments about sentences of English.""","""35BLDD71I7W6W7Z1DH5T21F3IOSZVO""","""Thu Jun 21 10:58:12 CDT 2018""","""0""","""90""","""Thu Jun 21 11:00:02 CDT 2018""","""1 cond""","""NotReviewed""","""Fri Jun 22 03:40:02 CDT 2018""","""1.689""","""Reviewable""","""60000""","""373MH2DFEYZMZFBQ6491XEERMLCBHZ""","""""","""$0.20""","""39O0SQZVJN6SW6EKV03YM12E54MR7C"""
2,"""one_slider""",0,NA,7,"""crit""","""inherit""","""English""","""2""","""Male""","""32""","""No.""","""To see how people perceive certain statements. ""","""Yes""","""Yes.""","""3""","""Windows""",1080,1920,"""Firefox""","""""","""90""",2,"""Thu Jun 21 10:57:35 CDT 2018""","""\""orprime_and\""""","""""","""https://requester.mturk.com/mturk/manageHIT?HITId=39O0SQZVJN6SW6EKV03YM12E54MR7C""","""language research stanford fun cognitive science university explanations""","""1800""","""Participate in a Linguistics Experiment!""","""Fri Jun 22 03:41:00 CDT 2018""","""[]""","""""","""Approved""","""Sat Jul 21 10:57:35 CDT 2018""","""0""","""Provide your judgments about sentences of English.""","""35BLDD71I7W6W7Z1DH5T21F3IOSZVO""","""Thu Jun 21 10:58:12 CDT 2018""","""0""","""90""","""Thu Jun 21 11:00:02 CDT 2018""","""1 cond""","""NotReviewed""","""Fri Jun 22 03:40:02 CDT 2018""","""1.689""","""Reviewable""","""60000""","""373MH2DFEYZMZFBQ6491XEERMLCBHZ""","""""","""$0.20""","""39O0SQZVJN6SW6EKV03YM12E54MR7C"""
3,"""practice_trial""",0.04,false,1,"""filler""","""low_right""","""english""","""1""","""Female""","""54""","""no""","""not sure""","""Yes""",""".50""","""3""","""Mac""",1080,1920,"""Safari""","""""","""90""",3,"""Thu Jun 21 10:57:35 CDT 2018""","""\""orprime_notboth\""""","""""","""https://requester.mturk.com/mturk/manageHIT?HITId=39O0SQZVJN6SW6EKV03YM12E54MR7C""","""language research stanford fun cognitive science university explanations""","""1800""","""Participate in a Linguistics Experiment!""","""Fri Jun 22 03:41:00 CDT 2018""","""[]""","""""","""Approved""","""Sat Jul 21 10:57:35 CDT 2018""","""0""","""Provide your judgments about sentences of English.""","""39ASUFLU6Y60P1D0H9SY5CB6ATRXEJ""","""Thu Jun 21 10:58:03 CDT 2018""","""0""","""90""","""Thu Jun 21 11:00:03 CDT 2018""","""1 cond""","""NotReviewed""","""Fri Jun 22 03:40:03 CDT 2018""","""1.90655""","""Reviewable""","""60000""","""373MH2DFEYZMZFBQ6491XEERMLCBHZ""","""""","""$0.20""","""39O0SQZVJN6SW6EKV03YM12E54MR7C"""
3,"""practice_trial""",0.94,false,2,"""filler""","""high_right""","""english""","""1""","""Female""","""54""","""no""","""not sure""","""Yes""",""".50""","""3""","""Mac""",1080,1920,"""Safari""","""""","""90""",3,"""Thu Jun 21 10:57:35 CDT 2018""","""\""orprime_notboth\""""","""""","""https://requester.mturk.com/mturk/manageHIT?HITId=39O0SQZVJN6SW6EKV03YM12E54MR7C""","""language research stanford fun cognitive science university explanations""","""1800""","""Participate in a Linguistics Experiment!""","""Fri Jun 22 03:41:00 CDT 2018""","""[]""","""""","""Approved""","""Sat Jul 21 10:57:35 CDT 2018""","""0""","""Provide your judgments about sentences of English.""","""39ASUFLU6Y60P1D0H9SY5CB6ATRXEJ""","""Thu Jun 21 10:58:03 CDT 2018""","""0""","""90""","""Thu Jun 21 11:00:03 CDT 2018""","""1 cond""","""NotReviewed""","""Fri Jun 22 03:40:03 CDT 2018""","""1.90655""","""Reviewable""","""60000""","""373MH2DFEYZMZFBQ6491XEERMLCBHZ""","""""","""$0.20""","""39O0SQZVJN6SW6EKV03YM12E54MR7C"""
3,"""one_slider""",0.94,NA,3,"""prime""","""birthday""","""english""","""1""","""Female""","""54""","""no""","""not sure""","""Yes""",""".50""","""3""","""Mac""",1080,1920,"""Safari""","""""","""90""",3,"""Thu Jun 21 10:57:35 CDT 2018""","""\""orprime_notboth\""""","""""","""https://requester.mturk.com/mturk/manageHIT?HITId=39O0SQZVJN6SW6EKV03YM12E54MR7C""","""language research stanford fun cognitive science university explanations""","""1800""","""Participate in a Linguistics Experiment!""","""Fri Jun 22 03:41:00 CDT 2018""","""[]""","""""","""Approved""","""Sat Jul 21 10:57:35 CDT 2018""","""0""","""Provide your judgments about sentences of English.""","""39ASUFLU6Y60P1D0H9SY5CB6ATRXEJ""","""Thu Jun 21 10:58:03 CDT 2018""","""0""","""90""","""Thu Jun 21 11:00:03 CDT 2018""","""1 cond""","""NotReviewed""","""Fri Jun 22 03:40:03 CDT 2018""","""1.90655""","""Reviewable""","""60000""","""373MH2DFEYZMZFBQ6491XEERMLCBHZ""","""""","""$0.20""","""39O0SQZVJN6SW6EKV03YM12E54MR7C"""
