workerid,trial_type,target,response,primetype,error,id,type,order,language,enjoyment,gender,age,problems,comments,asses,fairprice,education,OS,screenH,screenW,Browser,hitid,hittypeid,title,description,keywords,reward,creationtime,assignments,numavailable,numpending,numcomplete,hitstatus,reviewstatus,annotation,assignmentduration,autoapprovaldelay,hitlifetime,viewhit,assignmentid,workerid,assignmentstatus,autoapprovaltime,assignmentaccepttime,assignmentsubmittime,assignmentapprovaltime,assignmentrejecttime,deadline,feedback,reject,Answer.catch_trials,Answer.list,Answer.time_in_minutes
0,one_slider,some,0.12,na,NA,football,crit,11,English,1,Male,24,no problem,Only our knowledge ,Yes,1,3,Windows,768,1366,Chrome,3W0XM68YZPUSYGMNG0DSKFPND8OK1H,3O471962EP7XGOHENANPF00DMNR2UF,Take part in a linguistics experiment!,Answer one question about a sentence of English.,language research stanford fun cognitive science university explanations,$1.20,Fri Sep 28 09:52:01 PDT 2018,100,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Sun Oct 28 09:52:01 PDT 2018,https://requester.mturk.com/mturk/manageHIT?HITId=3W0XM68YZPUSYGMNG0DSKFPND8OK1H,3SBEHTYCWO215B5WIO4R95H8QF6YIC,0,Submitted,Sat Sep 29 02:36:49 PDT 2018,Fri Sep 28 09:52:29 PDT 2018,Fri Sep 28 09:56:49 PDT 2018,,,,,,[],list1_exh,3.1429
0,one_slider,na,0.77,na,NA,low_right1,filler,12,English,1,Male,24,no problem,Only our knowledge ,Yes,1,3,Windows,768,1366,Chrome,3W0XM68YZPUSYGMNG0DSKFPND8OK1H,3O471962EP7XGOHENANPF00DMNR2UF,Take part in a linguistics experiment!,Answer one question about a sentence of English.,language research stanford fun cognitive science university explanations,$1.20,Fri Sep 28 09:52:01 PDT 2018,100,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Sun Oct 28 09:52:01 PDT 2018,https://requester.mturk.com/mturk/manageHIT?HITId=3W0XM68YZPUSYGMNG0DSKFPND8OK1H,3SBEHTYCWO215B5WIO4R95H8QF6YIC,0,Submitted,Sat Sep 29 02:36:49 PDT 2018,Fri Sep 28 09:52:29 PDT 2018,Fri Sep 28 09:56:49 PDT 2018,,,,,,[],list1_exh,3.1429
0,one_slider,hard,0.73,no,NA,homework,prime,13,English,1,Male,24,no problem,Only our knowledge ,Yes,1,3,Windows,768,1366,Chrome,3W0XM68YZPUSYGMNG0DSKFPND8OK1H,3O471962EP7XGOHENANPF00DMNR2UF,Take part in a linguistics experiment!,Answer one question about a sentence of English.,language research stanford fun cognitive science university explanations,$1.20,Fri Sep 28 09:52:01 PDT 2018,100,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Sun Oct 28 09:52:01 PDT 2018,https://requester.mturk.com/mturk/manageHIT?HITId=3W0XM68YZPUSYGMNG0DSKFPND8OK1H,3SBEHTYCWO215B5WIO4R95H8QF6YIC,0,Submitted,Sat Sep 29 02:36:49 PDT 2018,Fri Sep 28 09:52:29 PDT 2018,Fri Sep 28 09:56:49 PDT 2018,,,,,,[],list1_exh,3.1429
0,one_slider,hard,0.3,no,NA,hospital,prime,14,English,1,Male,24,no problem,Only our knowledge ,Yes,1,3,Windows,768,1366,Chrome,3W0XM68YZPUSYGMNG0DSKFPND8OK1H,3O471962EP7XGOHENANPF00DMNR2UF,Take part in a linguistics experiment!,Answer one question about a sentence of English.,language research stanford fun cognitive science university explanations,$1.20,Fri Sep 28 09:52:01 PDT 2018,100,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Sun Oct 28 09:52:01 PDT 2018,https://requester.mturk.com/mturk/manageHIT?HITId=3W0XM68YZPUSYGMNG0DSKFPND8OK1H,3SBEHTYCWO215B5WIO4R95H8QF6YIC,0,Submitted,Sat Sep 29 02:36:49 PDT 2018,Fri Sep 28 09:52:29 PDT 2018,Fri Sep 28 09:56:49 PDT 2018,,,,,,[],list1_exh,3.1429
0,one_slider,hard,0.73,no,NA,education,prime,15,English,1,Male,24,no problem,Only our knowledge ,Yes,1,3,Windows,768,1366,Chrome,3W0XM68YZPUSYGMNG0DSKFPND8OK1H,3O471962EP7XGOHENANPF00DMNR2UF,Take part in a linguistics experiment!,Answer one question about a sentence of English.,language research stanford fun cognitive science university explanations,$1.20,Fri Sep 28 09:52:01 PDT 2018,100,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Sun Oct 28 09:52:01 PDT 2018,https://requester.mturk.com/mturk/manageHIT?HITId=3W0XM68YZPUSYGMNG0DSKFPND8OK1H,3SBEHTYCWO215B5WIO4R95H8QF6YIC,0,Submitted,Sat Sep 29 02:36:49 PDT 2018,Fri Sep 28 09:52:29 PDT 2018,Fri Sep 28 09:56:49 PDT 2018,,,,,,[],list1_exh,3.1429
0,one_slider,hard,0.3,na,NA,calculus,crit,16,English,1,Male,24,no problem,Only our knowledge ,Yes,1,3,Windows,768,1366,Chrome,3W0XM68YZPUSYGMNG0DSKFPND8OK1H,3O471962EP7XGOHENANPF00DMNR2UF,Take part in a linguistics experiment!,Answer one question about a sentence of English.,language research stanford fun cognitive science university explanations,$1.20,Fri Sep 28 09:52:01 PDT 2018,100,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Sun Oct 28 09:52:01 PDT 2018,https://requester.mturk.com/mturk/manageHIT?HITId=3W0XM68YZPUSYGMNG0DSKFPND8OK1H,3SBEHTYCWO215B5WIO4R95H8QF6YIC,0,Submitted,Sat Sep 29 02:36:49 PDT 2018,Fri Sep 28 09:52:29 PDT 2018,Fri Sep 28 09:56:49 PDT 2018,,,,,,[],list1_exh,3.1429
0,one_slider,na,0.75,na,NA,low_right3,filler,17,English,1,Male,24,no problem,Only our knowledge ,Yes,1,3,Windows,768,1366,Chrome,3W0XM68YZPUSYGMNG0DSKFPND8OK1H,3O471962EP7XGOHENANPF00DMNR2UF,Take part in a linguistics experiment!,Answer one question about a sentence of English.,language research stanford fun cognitive science university explanations,$1.20,Fri Sep 28 09:52:01 PDT 2018,100,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Sun Oct 28 09:52:01 PDT 2018,https://requester.mturk.com/mturk/manageHIT?HITId=3W0XM68YZPUSYGMNG0DSKFPND8OK1H,3SBEHTYCWO215B5WIO4R95H8QF6YIC,0,Submitted,Sat Sep 29 02:36:49 PDT 2018,Fri Sep 28 09:52:29 PDT 2018,Fri Sep 28 09:56:49 PDT 2018,,,,,,[],list1_exh,3.1429
0,one_slider,tasty,0.79,exh,NA,foodtruck,prime,18,English,1,Male,24,no problem,Only our knowledge ,Yes,1,3,Windows,768,1366,Chrome,3W0XM68YZPUSYGMNG0DSKFPND8OK1H,3O471962EP7XGOHENANPF00DMNR2UF,Take part in a linguistics experiment!,Answer one question about a sentence of English.,language research stanford fun cognitive science university explanations,$1.20,Fri Sep 28 09:52:01 PDT 2018,100,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Sun Oct 28 09:52:01 PDT 2018,https://requester.mturk.com/mturk/manageHIT?HITId=3W0XM68YZPUSYGMNG0DSKFPND8OK1H,3SBEHTYCWO215B5WIO4R95H8QF6YIC,0,Submitted,Sat Sep 29 02:36:49 PDT 2018,Fri Sep 28 09:52:29 PDT 2018,Fri Sep 28 09:56:49 PDT 2018,,,,,,[],list1_exh,3.1429
0,one_slider,tasty,0.23,exh,NA,beer,prime,19,English,1,Male,24,no problem,Only our knowledge ,Yes,1,3,Windows,768,1366,Chrome,3W0XM68YZPUSYGMNG0DSKFPND8OK1H,3O471962EP7XGOHENANPF00DMNR2UF,Take part in a linguistics experiment!,Answer one question about a sentence of English.,language research stanford fun cognitive science university explanations,$1.20,Fri Sep 28 09:52:01 PDT 2018,100,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Sun Oct 28 09:52:01 PDT 2018,https://requester.mturk.com/mturk/manageHIT?HITId=3W0XM68YZPUSYGMNG0DSKFPND8OK1H,3SBEHTYCWO215B5WIO4R95H8QF6YIC,0,Submitted,Sat Sep 29 02:36:49 PDT 2018,Fri Sep 28 09:52:29 PDT 2018,Fri Sep 28 09:56:49 PDT 2018,,,,,,[],list1_exh,3.1429
0,one_slider,tasty,0.71,exh,NA,wine,prime,20,English,1,Male,24,no problem,Only our knowledge ,Yes,1,3,Windows,768,1366,Chrome,3W0XM68YZPUSYGMNG0DSKFPND8OK1H,3O471962EP7XGOHENANPF00DMNR2UF,Take part in a linguistics experiment!,Answer one question about a sentence of English.,language research stanford fun cognitive science university explanations,$1.20,Fri Sep 28 09:52:01 PDT 2018,100,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Sun Oct 28 09:52:01 PDT 2018,https://requester.mturk.com/mturk/manageHIT?HITId=3W0XM68YZPUSYGMNG0DSKFPND8OK1H,3SBEHTYCWO215B5WIO4R95H8QF6YIC,0,Submitted,Sat Sep 29 02:36:49 PDT 2018,Fri Sep 28 09:52:29 PDT 2018,Fri Sep 28 09:56:49 PDT 2018,,,,,,[],list1_exh,3.1429
0,one_slider,tasty,0.29,na,NA,indian,crit,21,English,1,Male,24,no problem,Only our knowledge ,Yes,1,3,Windows,768,1366,Chrome,3W0XM68YZPUSYGMNG0DSKFPND8OK1H,3O471962EP7XGOHENANPF00DMNR2UF,Take part in a linguistics experiment!,Answer one question about a sentence of English.,language research stanford fun cognitive science university explanations,$1.20,Fri Sep 28 09:52:01 PDT 2018,100,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Sun Oct 28 09:52:01 PDT 2018,https://requester.mturk.com/mturk/manageHIT?HITId=3W0XM68YZPUSYGMNG0DSKFPND8OK1H,3SBEHTYCWO215B5WIO4R95H8QF6YIC,0,Submitted,Sat Sep 29 02:36:49 PDT 2018,Fri Sep 28 09:52:29 PDT 2018,Fri Sep 28 09:56:49 PDT 2018,,,,,,[],list1_exh,3.1429
0,one_slider,na,0.26,na,NA,high_right3,filler,22,English,1,Male,24,no problem,Only our knowledge ,Yes,1,3,Windows,768,1366,Chrome,3W0XM68YZPUSYGMNG0DSKFPND8OK1H,3O471962EP7XGOHENANPF00DMNR2UF,Take part in a linguistics experiment!,Answer one question about a sentence of English.,language research stanford fun cognitive science university explanations,$1.20,Fri Sep 28 09:52:01 PDT 2018,100,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Sun Oct 28 09:52:01 PDT 2018,https://requester.mturk.com/mturk/manageHIT?HITId=3W0XM68YZPUSYGMNG0DSKFPND8OK1H,3SBEHTYCWO215B5WIO4R95H8QF6YIC,0,Submitted,Sat Sep 29 02:36:49 PDT 2018,Fri Sep 28 09:52:29 PDT 2018,Fri Sep 28 09:56:49 PDT 2018,,,,,,[],list1_exh,3.1429
0,one_slider,or,0.76,exh,NA,inherit,prime,23,English,1,Male,24,no problem,Only our knowledge ,Yes,1,3,Windows,768,1366,Chrome,3W0XM68YZPUSYGMNG0DSKFPND8OK1H,3O471962EP7XGOHENANPF00DMNR2UF,Take part in a linguistics experiment!,Answer one question about a sentence of English.,language research stanford fun cognitive science university explanations,$1.20,Fri Sep 28 09:52:01 PDT 2018,100,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Sun Oct 28 09:52:01 PDT 2018,https://requester.mturk.com/mturk/manageHIT?HITId=3W0XM68YZPUSYGMNG0DSKFPND8OK1H,3SBEHTYCWO215B5WIO4R95H8QF6YIC,0,Submitted,Sat Sep 29 02:36:49 PDT 2018,Fri Sep 28 09:52:29 PDT 2018,Fri Sep 28 09:56:49 PDT 2018,,,,,,[],list1_exh,3.1429
0,one_slider,or,0.93,exh,NA,birthday,prime,24,English,1,Male,24,no problem,Only our knowledge ,Yes,1,3,Windows,768,1366,Chrome,3W0XM68YZPUSYGMNG0DSKFPND8OK1H,3O471962EP7XGOHENANPF00DMNR2UF,Take part in a linguistics experiment!,Answer one question about a sentence of English.,language research stanford fun cognitive science university explanations,$1.20,Fri Sep 28 09:52:01 PDT 2018,100,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Sun Oct 28 09:52:01 PDT 2018,https://requester.mturk.com/mturk/manageHIT?HITId=3W0XM68YZPUSYGMNG0DSKFPND8OK1H,3SBEHTYCWO215B5WIO4R95H8QF6YIC,0,Submitted,Sat Sep 29 02:36:49 PDT 2018,Fri Sep 28 09:52:29 PDT 2018,Fri Sep 28 09:56:49 PDT 2018,,,,,,[],list1_exh,3.1429
0,one_slider,or,0.77,exh,NA,mail,prime,25,English,1,Male,24,no problem,Only our knowledge ,Yes,1,3,Windows,768,1366,Chrome,3W0XM68YZPUSYGMNG0DSKFPND8OK1H,3O471962EP7XGOHENANPF00DMNR2UF,Take part in a linguistics experiment!,Answer one question about a sentence of English.,language research stanford fun cognitive science university explanations,$1.20,Fri Sep 28 09:52:01 PDT 2018,100,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Sun Oct 28 09:52:01 PDT 2018,https://requester.mturk.com/mturk/manageHIT?HITId=3W0XM68YZPUSYGMNG0DSKFPND8OK1H,3SBEHTYCWO215B5WIO4R95H8QF6YIC,0,Submitted,Sat Sep 29 02:36:49 PDT 2018,Fri Sep 28 09:52:29 PDT 2018,Fri Sep 28 09:56:49 PDT 2018,,,,,,[],list1_exh,3.1429
0,one_slider,or,0.23,na,NA,party,crit,26,English,1,Male,24,no problem,Only our knowledge ,Yes,1,3,Windows,768,1366,Chrome,3W0XM68YZPUSYGMNG0DSKFPND8OK1H,3O471962EP7XGOHENANPF00DMNR2UF,Take part in a linguistics experiment!,Answer one question about a sentence of English.,language research stanford fun cognitive science university explanations,$1.20,Fri Sep 28 09:52:01 PDT 2018,100,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Sun Oct 28 09:52:01 PDT 2018,https://requester.mturk.com/mturk/manageHIT?HITId=3W0XM68YZPUSYGMNG0DSKFPND8OK1H,3SBEHTYCWO215B5WIO4R95H8QF6YIC,0,Submitted,Sat Sep 29 02:36:49 PDT 2018,Fri Sep 28 09:52:29 PDT 2018,Fri Sep 28 09:56:49 PDT 2018,,,,,,[],list1_exh,3.1429
0,one_slider,na,0.82,na,NA,high_right1,filler,27,English,1,Male,24,no problem,Only our knowledge ,Yes,1,3,Windows,768,1366,Chrome,3W0XM68YZPUSYGMNG0DSKFPND8OK1H,3O471962EP7XGOHENANPF00DMNR2UF,Take part in a linguistics experiment!,Answer one question about a sentence of English.,language research stanford fun cognitive science university explanations,$1.20,Fri Sep 28 09:52:01 PDT 2018,100,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Sun Oct 28 09:52:01 PDT 2018,https://requester.mturk.com/mturk/manageHIT?HITId=3W0XM68YZPUSYGMNG0DSKFPND8OK1H,3SBEHTYCWO215B5WIO4R95H8QF6YIC,0,Submitted,Sat Sep 29 02:36:49 PDT 2018,Fri Sep 28 09:52:29 PDT 2018,Fri Sep 28 09:56:49 PDT 2018,,,,,,[],list1_exh,3.1429
0,one_slider,lookslike,0.97,exh,NA,rain,prime,28,English,1,Male,24,no problem,Only our knowledge ,Yes,1,3,Windows,768,1366,Chrome,3W0XM68YZPUSYGMNG0DSKFPND8OK1H,3O471962EP7XGOHENANPF00DMNR2UF,Take part in a linguistics experiment!,Answer one question about a sentence of English.,language research stanford fun cognitive science university explanations,$1.20,Fri Sep 28 09:52:01 PDT 2018,100,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Sun Oct 28 09:52:01 PDT 2018,https://requester.mturk.com/mturk/manageHIT?HITId=3W0XM68YZPUSYGMNG0DSKFPND8OK1H,3SBEHTYCWO215B5WIO4R95H8QF6YIC,0,Submitted,Sat Sep 29 02:36:49 PDT 2018,Fri Sep 28 09:52:29 PDT 2018,Fri Sep 28 09:56:49 PDT 2018,,,,,,[],list1_exh,3.1429
0,one_slider,lookslike,0.67,exh,NA,car,prime,29,English,1,Male,24,no problem,Only our knowledge ,Yes,1,3,Windows,768,1366,Chrome,3W0XM68YZPUSYGMNG0DSKFPND8OK1H,3O471962EP7XGOHENANPF00DMNR2UF,Take part in a linguistics experiment!,Answer one question about a sentence of English.,language research stanford fun cognitive science university explanations,$1.20,Fri Sep 28 09:52:01 PDT 2018,100,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Sun Oct 28 09:52:01 PDT 2018,https://requester.mturk.com/mturk/manageHIT?HITId=3W0XM68YZPUSYGMNG0DSKFPND8OK1H,3SBEHTYCWO215B5WIO4R95H8QF6YIC,0,Submitted,Sat Sep 29 02:36:49 PDT 2018,Fri Sep 28 09:52:29 PDT 2018,Fri Sep 28 09:56:49 PDT 2018,,,,,,[],list1_exh,3.1429
0,one_slider,lookslike,0.59,exh,NA,son,prime,30,English,1,Male,24,no problem,Only our knowledge ,Yes,1,3,Windows,768,1366,Chrome,3W0XM68YZPUSYGMNG0DSKFPND8OK1H,3O471962EP7XGOHENANPF00DMNR2UF,Take part in a linguistics experiment!,Answer one question about a sentence of English.,language research stanford fun cognitive science university explanations,$1.20,Fri Sep 28 09:52:01 PDT 2018,100,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Sun Oct 28 09:52:01 PDT 2018,https://requester.mturk.com/mturk/manageHIT?HITId=3W0XM68YZPUSYGMNG0DSKFPND8OK1H,3SBEHTYCWO215B5WIO4R95H8QF6YIC,0,Submitted,Sat Sep 29 02:36:49 PDT 2018,Fri Sep 28 09:52:29 PDT 2018,Fri Sep 28 09:56:49 PDT 2018,,,,,,[],list1_exh,3.1429
0,one_slider,lookslike,0.09,na,NA,golden,crit,31,English,1,Male,24,no problem,Only our knowledge ,Yes,1,3,Windows,768,1366,Chrome,3W0XM68YZPUSYGMNG0DSKFPND8OK1H,3O471962EP7XGOHENANPF00DMNR2UF,Take part in a linguistics experiment!,Answer one question about a sentence of English.,language research stanford fun cognitive science university explanations,$1.20,Fri Sep 28 09:52:01 PDT 2018,100,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Sun Oct 28 09:52:01 PDT 2018,https://requester.mturk.com/mturk/manageHIT?HITId=3W0XM68YZPUSYGMNG0DSKFPND8OK1H,3SBEHTYCWO215B5WIO4R95H8QF6YIC,0,Submitted,Sat Sep 29 02:36:49 PDT 2018,Fri Sep 28 09:52:29 PDT 2018,Fri Sep 28 09:56:49 PDT 2018,,,,,,[],list1_exh,3.1429
