"","workerid","trial_type","type","response","language","enjoyment","gender","age","problems","comments","asses","fairprice","education","OS","screenH","screenW","Browser","hitid","hittypeid","title","description","keywords","reward","creationtime","assignments","numavailable","numpending","numcomplete","hitstatus","reviewstatus","annotation","assignmentduration","autoapprovaldelay","hitlifetime","viewhit","assignmentid","workerid.1","assignmentstatus","autoapprovaltime","assignmentaccepttime","assignmentsubmittime","assignmentapprovaltime","assignmentrejecttime","deadline","feedback","reject","Answer.catch_trials","Answer.order","Answer.condition","Answer.time_in_minutes"
"14",1,"""one_slider""","""filler""",1,"""english""","""2""","""Male""","""29""","""no""","""sentence reading""","""Yes""","""45""","""3""","""Windows""",768,1360,"""Chrome""","""3GS542CVJVM7524FDQOFXWOO5NK95A""","""373MH2DFEYZMZFBQ6491XEERMLCBHZ""","""Participate in a Linguistics Experiment!""","""Provide your judgments about sentences of English.""","""language research stanford fun cognitive science university explanations""","""$0.20""","""Thu May 17 11:29:16 PDT 2018""","""88""","""0""","""0""","""0""","""Reviewable""","""NotReviewed""","""1 cond""","""1800""","""60000""","""Sat Jun 16 11:29:16 PDT 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=3GS542CVJVM7524FDQOFXWOO5NK95A""","""3MYYFCXHJ467BDLH3TGH84ZKJ6UG46""",1,"""Submitted""","""Fri May 18 04:10:42 PDT 2018""","""Thu May 17 11:29:32 PDT 2018""","""Thu May 17 11:30:42 PDT 2018""","""""","""""","""""","""""","""""","""[]""","""\""nofillerspacing\""""","""\""or_noprime\""""","""1.1135"""
"15",1,"""one_slider""","""prime""",0.82,"""english""","""2""","""Male""","""29""","""no""","""sentence reading""","""Yes""","""45""","""3""","""Windows""",768,1360,"""Chrome""","""3GS542CVJVM7524FDQOFXWOO5NK95A""","""373MH2DFEYZMZFBQ6491XEERMLCBHZ""","""Participate in a Linguistics Experiment!""","""Provide your judgments about sentences of English.""","""language research stanford fun cognitive science university explanations""","""$0.20""","""Thu May 17 11:29:16 PDT 2018""","""88""","""0""","""0""","""0""","""Reviewable""","""NotReviewed""","""1 cond""","""1800""","""60000""","""Sat Jun 16 11:29:16 PDT 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=3GS542CVJVM7524FDQOFXWOO5NK95A""","""3MYYFCXHJ467BDLH3TGH84ZKJ6UG46""",1,"""Submitted""","""Fri May 18 04:10:42 PDT 2018""","""Thu May 17 11:29:32 PDT 2018""","""Thu May 17 11:30:42 PDT 2018""","""""","""""","""""","""""","""""","""[]""","""\""nofillerspacing\""""","""\""or_noprime\""""","""1.1135"""
"16",1,"""one_slider""","""crit""",0.75,"""english""","""2""","""Male""","""29""","""no""","""sentence reading""","""Yes""","""45""","""3""","""Windows""",768,1360,"""Chrome""","""3GS542CVJVM7524FDQOFXWOO5NK95A""","""373MH2DFEYZMZFBQ6491XEERMLCBHZ""","""Participate in a Linguistics Experiment!""","""Provide your judgments about sentences of English.""","""language research stanford fun cognitive science university explanations""","""$0.20""","""Thu May 17 11:29:16 PDT 2018""","""88""","""0""","""0""","""0""","""Reviewable""","""NotReviewed""","""1 cond""","""1800""","""60000""","""Sat Jun 16 11:29:16 PDT 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=3GS542CVJVM7524FDQOFXWOO5NK95A""","""3MYYFCXHJ467BDLH3TGH84ZKJ6UG46""",1,"""Submitted""","""Fri May 18 04:10:42 PDT 2018""","""Thu May 17 11:29:32 PDT 2018""","""Thu May 17 11:30:42 PDT 2018""","""""","""""","""""","""""","""""","""[]""","""\""nofillerspacing\""""","""\""or_noprime\""""","""1.1135"""
"17",1,"""one_slider""","""filler""",0.72,"""english""","""2""","""Male""","""29""","""no""","""sentence reading""","""Yes""","""45""","""3""","""Windows""",768,1360,"""Chrome""","""3GS542CVJVM7524FDQOFXWOO5NK95A""","""373MH2DFEYZMZFBQ6491XEERMLCBHZ""","""Participate in a Linguistics Experiment!""","""Provide your judgments about sentences of English.""","""language research stanford fun cognitive science university explanations""","""$0.20""","""Thu May 17 11:29:16 PDT 2018""","""88""","""0""","""0""","""0""","""Reviewable""","""NotReviewed""","""1 cond""","""1800""","""60000""","""Sat Jun 16 11:29:16 PDT 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=3GS542CVJVM7524FDQOFXWOO5NK95A""","""3MYYFCXHJ467BDLH3TGH84ZKJ6UG46""",1,"""Submitted""","""Fri May 18 04:10:42 PDT 2018""","""Thu May 17 11:29:32 PDT 2018""","""Thu May 17 11:30:42 PDT 2018""","""""","""""","""""","""""","""""","""[]""","""\""nofillerspacing\""""","""\""or_noprime\""""","""1.1135"""
"18",1,"""one_slider""","""filler""",0.52,"""english""","""2""","""Male""","""29""","""no""","""sentence reading""","""Yes""","""45""","""3""","""Windows""",768,1360,"""Chrome""","""3GS542CVJVM7524FDQOFXWOO5NK95A""","""373MH2DFEYZMZFBQ6491XEERMLCBHZ""","""Participate in a Linguistics Experiment!""","""Provide your judgments about sentences of English.""","""language research stanford fun cognitive science university explanations""","""$0.20""","""Thu May 17 11:29:16 PDT 2018""","""88""","""0""","""0""","""0""","""Reviewable""","""NotReviewed""","""1 cond""","""1800""","""60000""","""Sat Jun 16 11:29:16 PDT 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=3GS542CVJVM7524FDQOFXWOO5NK95A""","""3MYYFCXHJ467BDLH3TGH84ZKJ6UG46""",1,"""Submitted""","""Fri May 18 04:10:42 PDT 2018""","""Thu May 17 11:29:32 PDT 2018""","""Thu May 17 11:30:42 PDT 2018""","""""","""""","""""","""""","""""","""[]""","""\""nofillerspacing\""""","""\""or_noprime\""""","""1.1135"""
"19",1,"""one_slider""","""filler""",0.64,"""english""","""2""","""Male""","""29""","""no""","""sentence reading""","""Yes""","""45""","""3""","""Windows""",768,1360,"""Chrome""","""3GS542CVJVM7524FDQOFXWOO5NK95A""","""373MH2DFEYZMZFBQ6491XEERMLCBHZ""","""Participate in a Linguistics Experiment!""","""Provide your judgments about sentences of English.""","""language research stanford fun cognitive science university explanations""","""$0.20""","""Thu May 17 11:29:16 PDT 2018""","""88""","""0""","""0""","""0""","""Reviewable""","""NotReviewed""","""1 cond""","""1800""","""60000""","""Sat Jun 16 11:29:16 PDT 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=3GS542CVJVM7524FDQOFXWOO5NK95A""","""3MYYFCXHJ467BDLH3TGH84ZKJ6UG46""",1,"""Submitted""","""Fri May 18 04:10:42 PDT 2018""","""Thu May 17 11:29:32 PDT 2018""","""Thu May 17 11:30:42 PDT 2018""","""""","""""","""""","""""","""""","""[]""","""\""nofillerspacing\""""","""\""or_noprime\""""","""1.1135"""
"20",1,"""one_slider""","""filler""",0.45,"""english""","""2""","""Male""","""29""","""no""","""sentence reading""","""Yes""","""45""","""3""","""Windows""",768,1360,"""Chrome""","""3GS542CVJVM7524FDQOFXWOO5NK95A""","""373MH2DFEYZMZFBQ6491XEERMLCBHZ""","""Participate in a Linguistics Experiment!""","""Provide your judgments about sentences of English.""","""language research stanford fun cognitive science university explanations""","""$0.20""","""Thu May 17 11:29:16 PDT 2018""","""88""","""0""","""0""","""0""","""Reviewable""","""NotReviewed""","""1 cond""","""1800""","""60000""","""Sat Jun 16 11:29:16 PDT 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=3GS542CVJVM7524FDQOFXWOO5NK95A""","""3MYYFCXHJ467BDLH3TGH84ZKJ6UG46""",1,"""Submitted""","""Fri May 18 04:10:42 PDT 2018""","""Thu May 17 11:29:32 PDT 2018""","""Thu May 17 11:30:42 PDT 2018""","""""","""""","""""","""""","""""","""[]""","""\""nofillerspacing\""""","""\""or_noprime\""""","""1.1135"""
"21",2,"""one_slider""","""filler""",0.46,"""English""","""2""","""Male""","""27""","""no""","""""","""Yes""",""".30""","""2""","""Windows""",768,1366,"""Chrome""","""3GS542CVJVM7524FDQOFXWOO5NK95A""","""373MH2DFEYZMZFBQ6491XEERMLCBHZ""","""Participate in a Linguistics Experiment!""","""Provide your judgments about sentences of English.""","""language research stanford fun cognitive science university explanations""","""$0.20""","""Thu May 17 11:29:16 PDT 2018""","""88""","""0""","""0""","""0""","""Reviewable""","""NotReviewed""","""1 cond""","""1800""","""60000""","""Sat Jun 16 11:29:16 PDT 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=3GS542CVJVM7524FDQOFXWOO5NK95A""","""3YWRV122CTYRZW9EZ1VBTVGGU058U5""",2,"""Submitted""","""Fri May 18 04:10:43 PDT 2018""","""Thu May 17 11:29:55 PDT 2018""","""Thu May 17 11:30:43 PDT 2018""","""""","""""","""""","""""","""""","""[]""","""\""4fillerspacing\""""","""\""or_noprime\""""","""0.5669666666666666"""
"22",2,"""one_slider""","""filler""",0.54,"""English""","""2""","""Male""","""27""","""no""","""""","""Yes""",""".30""","""2""","""Windows""",768,1366,"""Chrome""","""3GS542CVJVM7524FDQOFXWOO5NK95A""","""373MH2DFEYZMZFBQ6491XEERMLCBHZ""","""Participate in a Linguistics Experiment!""","""Provide your judgments about sentences of English.""","""language research stanford fun cognitive science university explanations""","""$0.20""","""Thu May 17 11:29:16 PDT 2018""","""88""","""0""","""0""","""0""","""Reviewable""","""NotReviewed""","""1 cond""","""1800""","""60000""","""Sat Jun 16 11:29:16 PDT 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=3GS542CVJVM7524FDQOFXWOO5NK95A""","""3YWRV122CTYRZW9EZ1VBTVGGU058U5""",2,"""Submitted""","""Fri May 18 04:10:43 PDT 2018""","""Thu May 17 11:29:55 PDT 2018""","""Thu May 17 11:30:43 PDT 2018""","""""","""""","""""","""""","""""","""[]""","""\""4fillerspacing\""""","""\""or_noprime\""""","""0.5669666666666666"""
"23",2,"""one_slider""","""filler""",0.58,"""English""","""2""","""Male""","""27""","""no""","""""","""Yes""",""".30""","""2""","""Windows""",768,1366,"""Chrome""","""3GS542CVJVM7524FDQOFXWOO5NK95A""","""373MH2DFEYZMZFBQ6491XEERMLCBHZ""","""Participate in a Linguistics Experiment!""","""Provide your judgments about sentences of English.""","""language research stanford fun cognitive science university explanations""","""$0.20""","""Thu May 17 11:29:16 PDT 2018""","""88""","""0""","""0""","""0""","""Reviewable""","""NotReviewed""","""1 cond""","""1800""","""60000""","""Sat Jun 16 11:29:16 PDT 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=3GS542CVJVM7524FDQOFXWOO5NK95A""","""3YWRV122CTYRZW9EZ1VBTVGGU058U5""",2,"""Submitted""","""Fri May 18 04:10:43 PDT 2018""","""Thu May 17 11:29:55 PDT 2018""","""Thu May 17 11:30:43 PDT 2018""","""""","""""","""""","""""","""""","""[]""","""\""4fillerspacing\""""","""\""or_noprime\""""","""0.5669666666666666"""
"24",2,"""one_slider""","""filler""",0.5,"""English""","""2""","""Male""","""27""","""no""","""""","""Yes""",""".30""","""2""","""Windows""",768,1366,"""Chrome""","""3GS542CVJVM7524FDQOFXWOO5NK95A""","""373MH2DFEYZMZFBQ6491XEERMLCBHZ""","""Participate in a Linguistics Experiment!""","""Provide your judgments about sentences of English.""","""language research stanford fun cognitive science university explanations""","""$0.20""","""Thu May 17 11:29:16 PDT 2018""","""88""","""0""","""0""","""0""","""Reviewable""","""NotReviewed""","""1 cond""","""1800""","""60000""","""Sat Jun 16 11:29:16 PDT 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=3GS542CVJVM7524FDQOFXWOO5NK95A""","""3YWRV122CTYRZW9EZ1VBTVGGU058U5""",2,"""Submitted""","""Fri May 18 04:10:43 PDT 2018""","""Thu May 17 11:29:55 PDT 2018""","""Thu May 17 11:30:43 PDT 2018""","""""","""""","""""","""""","""""","""[]""","""\""4fillerspacing\""""","""\""or_noprime\""""","""0.5669666666666666"""
"25",2,"""one_slider""","""prime""",0.41,"""English""","""2""","""Male""","""27""","""no""","""""","""Yes""",""".30""","""2""","""Windows""",768,1366,"""Chrome""","""3GS542CVJVM7524FDQOFXWOO5NK95A""","""373MH2DFEYZMZFBQ6491XEERMLCBHZ""","""Participate in a Linguistics Experiment!""","""Provide your judgments about sentences of English.""","""language research stanford fun cognitive science university explanations""","""$0.20""","""Thu May 17 11:29:16 PDT 2018""","""88""","""0""","""0""","""0""","""Reviewable""","""NotReviewed""","""1 cond""","""1800""","""60000""","""Sat Jun 16 11:29:16 PDT 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=3GS542CVJVM7524FDQOFXWOO5NK95A""","""3YWRV122CTYRZW9EZ1VBTVGGU058U5""",2,"""Submitted""","""Fri May 18 04:10:43 PDT 2018""","""Thu May 17 11:29:55 PDT 2018""","""Thu May 17 11:30:43 PDT 2018""","""""","""""","""""","""""","""""","""[]""","""\""4fillerspacing\""""","""\""or_noprime\""""","""0.5669666666666666"""
"26",2,"""one_slider""","""filler""",0.56,"""English""","""2""","""Male""","""27""","""no""","""""","""Yes""",""".30""","""2""","""Windows""",768,1366,"""Chrome""","""3GS542CVJVM7524FDQOFXWOO5NK95A""","""373MH2DFEYZMZFBQ6491XEERMLCBHZ""","""Participate in a Linguistics Experiment!""","""Provide your judgments about sentences of English.""","""language research stanford fun cognitive science university explanations""","""$0.20""","""Thu May 17 11:29:16 PDT 2018""","""88""","""0""","""0""","""0""","""Reviewable""","""NotReviewed""","""1 cond""","""1800""","""60000""","""Sat Jun 16 11:29:16 PDT 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=3GS542CVJVM7524FDQOFXWOO5NK95A""","""3YWRV122CTYRZW9EZ1VBTVGGU058U5""",2,"""Submitted""","""Fri May 18 04:10:43 PDT 2018""","""Thu May 17 11:29:55 PDT 2018""","""Thu May 17 11:30:43 PDT 2018""","""""","""""","""""","""""","""""","""[]""","""\""4fillerspacing\""""","""\""or_noprime\""""","""0.5669666666666666"""
