"","workerid","trial_type","type","response","language","enjoyment","gender","age","problems","comments","asses","fairprice","education","OS","screenH","screenW","Browser","hitid","hittypeid","title","description","keywords","reward","creationtime","assignments","numavailable","numpending","numcomplete","hitstatus","reviewstatus","annotation","assignmentduration","autoapprovaldelay","hitlifetime","viewhit","assignmentid","workerid.1","assignmentstatus","autoapprovaltime","assignmentaccepttime","assignmentsubmittime","assignmentapprovaltime","assignmentrejecttime","deadline","feedback","reject","Answer.catch_trials","Answer.order","Answer.condition","Answer.time_in_minutes"
"11",1,"""one_slider""","""filler""",0.66,"""English""","""1""","""Male""","""29""","""""","""No clue""","""Yes""",""".35""","""2""","""Windows""",768,1366,"""Firefox""","""3TLFH2L6Y9NYQKU6TDRYQPMOEKG2TL""","""32K57UXCKKL823J33RWQPRDG8NOU8F""","""Participate in a Linguistics Experiment!""","""Provide your judgments about sentences of English.""","""language research stanford fun cognitive science university explanations""","""$0.15""","""Fri Apr 27 09:51:12 PDT 2018""","""120""","""0""","""0""","""120""","""Reviewable""","""NotReviewed""","""1 cond""","""1800""","""60000""","""Sun May 27 09:51:12 PDT 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=3TLFH2L6Y9NYQKU6TDRYQPMOEKG2TL""","""3F6HPJW4JEZT5LWUEK1B1SOAQ2IW2O""",1,"""Approved""","""Sat Apr 28 02:34:30 PDT 2018""","""Fri Apr 27 09:51:29 PDT 2018""","""Fri Apr 27 09:54:30 PDT 2018""","""Sat Apr 28 02:34:39 PDT 2018""","""""","""""","""""","""""","""[]""","""\""nofillerspacing\""""","""\""or_andprime\""""","""2.8863666666666665"""
"12",1,"""one_slider""","""filler""",1,"""English""","""1""","""Male""","""29""","""""","""No clue""","""Yes""",""".35""","""2""","""Windows""",768,1366,"""Firefox""","""3TLFH2L6Y9NYQKU6TDRYQPMOEKG2TL""","""32K57UXCKKL823J33RWQPRDG8NOU8F""","""Participate in a Linguistics Experiment!""","""Provide your judgments about sentences of English.""","""language research stanford fun cognitive science university explanations""","""$0.15""","""Fri Apr 27 09:51:12 PDT 2018""","""120""","""0""","""0""","""120""","""Reviewable""","""NotReviewed""","""1 cond""","""1800""","""60000""","""Sun May 27 09:51:12 PDT 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=3TLFH2L6Y9NYQKU6TDRYQPMOEKG2TL""","""3F6HPJW4JEZT5LWUEK1B1SOAQ2IW2O""",1,"""Approved""","""Sat Apr 28 02:34:30 PDT 2018""","""Fri Apr 27 09:51:29 PDT 2018""","""Fri Apr 27 09:54:30 PDT 2018""","""Sat Apr 28 02:34:39 PDT 2018""","""""","""""","""""","""""","""[]""","""\""nofillerspacing\""""","""\""or_andprime\""""","""2.8863666666666665"""
"13",1,"""one_slider""","""filler""",1,"""English""","""1""","""Male""","""29""","""""","""No clue""","""Yes""",""".35""","""2""","""Windows""",768,1366,"""Firefox""","""3TLFH2L6Y9NYQKU6TDRYQPMOEKG2TL""","""32K57UXCKKL823J33RWQPRDG8NOU8F""","""Participate in a Linguistics Experiment!""","""Provide your judgments about sentences of English.""","""language research stanford fun cognitive science university explanations""","""$0.15""","""Fri Apr 27 09:51:12 PDT 2018""","""120""","""0""","""0""","""120""","""Reviewable""","""NotReviewed""","""1 cond""","""1800""","""60000""","""Sun May 27 09:51:12 PDT 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=3TLFH2L6Y9NYQKU6TDRYQPMOEKG2TL""","""3F6HPJW4JEZT5LWUEK1B1SOAQ2IW2O""",1,"""Approved""","""Sat Apr 28 02:34:30 PDT 2018""","""Fri Apr 27 09:51:29 PDT 2018""","""Fri Apr 27 09:54:30 PDT 2018""","""Sat Apr 28 02:34:39 PDT 2018""","""""","""""","""""","""""","""[]""","""\""nofillerspacing\""""","""\""or_andprime\""""","""2.8863666666666665"""
"14",1,"""one_slider""","""filler""",1,"""English""","""1""","""Male""","""29""","""""","""No clue""","""Yes""",""".35""","""2""","""Windows""",768,1366,"""Firefox""","""3TLFH2L6Y9NYQKU6TDRYQPMOEKG2TL""","""32K57UXCKKL823J33RWQPRDG8NOU8F""","""Participate in a Linguistics Experiment!""","""Provide your judgments about sentences of English.""","""language research stanford fun cognitive science university explanations""","""$0.15""","""Fri Apr 27 09:51:12 PDT 2018""","""120""","""0""","""0""","""120""","""Reviewable""","""NotReviewed""","""1 cond""","""1800""","""60000""","""Sun May 27 09:51:12 PDT 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=3TLFH2L6Y9NYQKU6TDRYQPMOEKG2TL""","""3F6HPJW4JEZT5LWUEK1B1SOAQ2IW2O""",1,"""Approved""","""Sat Apr 28 02:34:30 PDT 2018""","""Fri Apr 27 09:51:29 PDT 2018""","""Fri Apr 27 09:54:30 PDT 2018""","""Sat Apr 28 02:34:39 PDT 2018""","""""","""""","""""","""""","""[]""","""\""nofillerspacing\""""","""\""or_andprime\""""","""2.8863666666666665"""
"15",1,"""one_slider""","""prime""",0.07,"""English""","""1""","""Male""","""29""","""""","""No clue""","""Yes""",""".35""","""2""","""Windows""",768,1366,"""Firefox""","""3TLFH2L6Y9NYQKU6TDRYQPMOEKG2TL""","""32K57UXCKKL823J33RWQPRDG8NOU8F""","""Participate in a Linguistics Experiment!""","""Provide your judgments about sentences of English.""","""language research stanford fun cognitive science university explanations""","""$0.15""","""Fri Apr 27 09:51:12 PDT 2018""","""120""","""0""","""0""","""120""","""Reviewable""","""NotReviewed""","""1 cond""","""1800""","""60000""","""Sun May 27 09:51:12 PDT 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=3TLFH2L6Y9NYQKU6TDRYQPMOEKG2TL""","""3F6HPJW4JEZT5LWUEK1B1SOAQ2IW2O""",1,"""Approved""","""Sat Apr 28 02:34:30 PDT 2018""","""Fri Apr 27 09:51:29 PDT 2018""","""Fri Apr 27 09:54:30 PDT 2018""","""Sat Apr 28 02:34:39 PDT 2018""","""""","""""","""""","""""","""[]""","""\""nofillerspacing\""""","""\""or_andprime\""""","""2.8863666666666665"""
"16",1,"""one_slider""","""crit""",0.8,"""English""","""1""","""Male""","""29""","""""","""No clue""","""Yes""",""".35""","""2""","""Windows""",768,1366,"""Firefox""","""3TLFH2L6Y9NYQKU6TDRYQPMOEKG2TL""","""32K57UXCKKL823J33RWQPRDG8NOU8F""","""Participate in a Linguistics Experiment!""","""Provide your judgments about sentences of English.""","""language research stanford fun cognitive science university explanations""","""$0.15""","""Fri Apr 27 09:51:12 PDT 2018""","""120""","""0""","""0""","""120""","""Reviewable""","""NotReviewed""","""1 cond""","""1800""","""60000""","""Sun May 27 09:51:12 PDT 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=3TLFH2L6Y9NYQKU6TDRYQPMOEKG2TL""","""3F6HPJW4JEZT5LWUEK1B1SOAQ2IW2O""",1,"""Approved""","""Sat Apr 28 02:34:30 PDT 2018""","""Fri Apr 27 09:51:29 PDT 2018""","""Fri Apr 27 09:54:30 PDT 2018""","""Sat Apr 28 02:34:39 PDT 2018""","""""","""""","""""","""""","""[]""","""\""nofillerspacing\""""","""\""or_andprime\""""","""2.8863666666666665"""
"17",1,"""one_slider""","""filler""",0.93,"""English""","""1""","""Male""","""29""","""""","""No clue""","""Yes""",""".35""","""2""","""Windows""",768,1366,"""Firefox""","""3TLFH2L6Y9NYQKU6TDRYQPMOEKG2TL""","""32K57UXCKKL823J33RWQPRDG8NOU8F""","""Participate in a Linguistics Experiment!""","""Provide your judgments about sentences of English.""","""language research stanford fun cognitive science university explanations""","""$0.15""","""Fri Apr 27 09:51:12 PDT 2018""","""120""","""0""","""0""","""120""","""Reviewable""","""NotReviewed""","""1 cond""","""1800""","""60000""","""Sun May 27 09:51:12 PDT 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=3TLFH2L6Y9NYQKU6TDRYQPMOEKG2TL""","""3F6HPJW4JEZT5LWUEK1B1SOAQ2IW2O""",1,"""Approved""","""Sat Apr 28 02:34:30 PDT 2018""","""Fri Apr 27 09:51:29 PDT 2018""","""Fri Apr 27 09:54:30 PDT 2018""","""Sat Apr 28 02:34:39 PDT 2018""","""""","""""","""""","""""","""[]""","""\""nofillerspacing\""""","""\""or_andprime\""""","""2.8863666666666665"""
"18",1,"""one_slider""","""filler""",1,"""English""","""1""","""Male""","""29""","""""","""No clue""","""Yes""",""".35""","""2""","""Windows""",768,1366,"""Firefox""","""3TLFH2L6Y9NYQKU6TDRYQPMOEKG2TL""","""32K57UXCKKL823J33RWQPRDG8NOU8F""","""Participate in a Linguistics Experiment!""","""Provide your judgments about sentences of English.""","""language research stanford fun cognitive science university explanations""","""$0.15""","""Fri Apr 27 09:51:12 PDT 2018""","""120""","""0""","""0""","""120""","""Reviewable""","""NotReviewed""","""1 cond""","""1800""","""60000""","""Sun May 27 09:51:12 PDT 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=3TLFH2L6Y9NYQKU6TDRYQPMOEKG2TL""","""3F6HPJW4JEZT5LWUEK1B1SOAQ2IW2O""",1,"""Approved""","""Sat Apr 28 02:34:30 PDT 2018""","""Fri Apr 27 09:51:29 PDT 2018""","""Fri Apr 27 09:54:30 PDT 2018""","""Sat Apr 28 02:34:39 PDT 2018""","""""","""""","""""","""""","""[]""","""\""nofillerspacing\""""","""\""or_andprime\""""","""2.8863666666666665"""
"19",1,"""one_slider""","""filler""",0.76,"""English""","""1""","""Male""","""29""","""""","""No clue""","""Yes""",""".35""","""2""","""Windows""",768,1366,"""Firefox""","""3TLFH2L6Y9NYQKU6TDRYQPMOEKG2TL""","""32K57UXCKKL823J33RWQPRDG8NOU8F""","""Participate in a Linguistics Experiment!""","""Provide your judgments about sentences of English.""","""language research stanford fun cognitive science university explanations""","""$0.15""","""Fri Apr 27 09:51:12 PDT 2018""","""120""","""0""","""0""","""120""","""Reviewable""","""NotReviewed""","""1 cond""","""1800""","""60000""","""Sun May 27 09:51:12 PDT 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=3TLFH2L6Y9NYQKU6TDRYQPMOEKG2TL""","""3F6HPJW4JEZT5LWUEK1B1SOAQ2IW2O""",1,"""Approved""","""Sat Apr 28 02:34:30 PDT 2018""","""Fri Apr 27 09:51:29 PDT 2018""","""Fri Apr 27 09:54:30 PDT 2018""","""Sat Apr 28 02:34:39 PDT 2018""","""""","""""","""""","""""","""[]""","""\""nofillerspacing\""""","""\""or_andprime\""""","""2.8863666666666665"""
"20",1,"""one_slider""","""filler""",0.71,"""English""","""1""","""Male""","""29""","""""","""No clue""","""Yes""",""".35""","""2""","""Windows""",768,1366,"""Firefox""","""3TLFH2L6Y9NYQKU6TDRYQPMOEKG2TL""","""32K57UXCKKL823J33RWQPRDG8NOU8F""","""Participate in a Linguistics Experiment!""","""Provide your judgments about sentences of English.""","""language research stanford fun cognitive science university explanations""","""$0.15""","""Fri Apr 27 09:51:12 PDT 2018""","""120""","""0""","""0""","""120""","""Reviewable""","""NotReviewed""","""1 cond""","""1800""","""60000""","""Sun May 27 09:51:12 PDT 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=3TLFH2L6Y9NYQKU6TDRYQPMOEKG2TL""","""3F6HPJW4JEZT5LWUEK1B1SOAQ2IW2O""",1,"""Approved""","""Sat Apr 28 02:34:30 PDT 2018""","""Fri Apr 27 09:51:29 PDT 2018""","""Fri Apr 27 09:54:30 PDT 2018""","""Sat Apr 28 02:34:39 PDT 2018""","""""","""""","""""","""""","""[]""","""\""nofillerspacing\""""","""\""or_andprime\""""","""2.8863666666666665"""
"21",2,"""one_slider""","""filler""",0.14,"""English""","""2""","""Female""","""50""","""""","""Not sure""","""Yes""",""".25""","""3""","""Windows""",1080,1920,"""Chrome""","""3TLFH2L6Y9NYQKU6TDRYQPMOEKG2TL""","""32K57UXCKKL823J33RWQPRDG8NOU8F""","""Participate in a Linguistics Experiment!""","""Provide your judgments about sentences of English.""","""language research stanford fun cognitive science university explanations""","""$0.15""","""Fri Apr 27 09:51:12 PDT 2018""","""120""","""0""","""0""","""120""","""Reviewable""","""NotReviewed""","""1 cond""","""1800""","""60000""","""Sun May 27 09:51:12 PDT 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=3TLFH2L6Y9NYQKU6TDRYQPMOEKG2TL""","""3QFUFYSY9ZE1XDPMS9AZQJZ8FDOF45""",2,"""Approved""","""Sat Apr 28 02:34:48 PDT 2018""","""Fri Apr 27 09:53:17 PDT 2018""","""Fri Apr 27 09:54:48 PDT 2018""","""Sat Apr 28 02:35:39 PDT 2018""","""""","""""","""""","""""","""[]""","""\""4fillerspacing\""""","""\""or_andprime\""""","""1.47415"""
"22",2,"""one_slider""","""filler""",1,"""English""","""2""","""Female""","""50""","""""","""Not sure""","""Yes""",""".25""","""3""","""Windows""",1080,1920,"""Chrome""","""3TLFH2L6Y9NYQKU6TDRYQPMOEKG2TL""","""32K57UXCKKL823J33RWQPRDG8NOU8F""","""Participate in a Linguistics Experiment!""","""Provide your judgments about sentences of English.""","""language research stanford fun cognitive science university explanations""","""$0.15""","""Fri Apr 27 09:51:12 PDT 2018""","""120""","""0""","""0""","""120""","""Reviewable""","""NotReviewed""","""1 cond""","""1800""","""60000""","""Sun May 27 09:51:12 PDT 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=3TLFH2L6Y9NYQKU6TDRYQPMOEKG2TL""","""3QFUFYSY9ZE1XDPMS9AZQJZ8FDOF45""",2,"""Approved""","""Sat Apr 28 02:34:48 PDT 2018""","""Fri Apr 27 09:53:17 PDT 2018""","""Fri Apr 27 09:54:48 PDT 2018""","""Sat Apr 28 02:35:39 PDT 2018""","""""","""""","""""","""""","""[]""","""\""4fillerspacing\""""","""\""or_andprime\""""","""1.47415"""
"23",2,"""one_slider""","""filler""",0.93,"""English""","""2""","""Female""","""50""","""""","""Not sure""","""Yes""",""".25""","""3""","""Windows""",1080,1920,"""Chrome""","""3TLFH2L6Y9NYQKU6TDRYQPMOEKG2TL""","""32K57UXCKKL823J33RWQPRDG8NOU8F""","""Participate in a Linguistics Experiment!""","""Provide your judgments about sentences of English.""","""language research stanford fun cognitive science university explanations""","""$0.15""","""Fri Apr 27 09:51:12 PDT 2018""","""120""","""0""","""0""","""120""","""Reviewable""","""NotReviewed""","""1 cond""","""1800""","""60000""","""Sun May 27 09:51:12 PDT 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=3TLFH2L6Y9NYQKU6TDRYQPMOEKG2TL""","""3QFUFYSY9ZE1XDPMS9AZQJZ8FDOF45""",2,"""Approved""","""Sat Apr 28 02:34:48 PDT 2018""","""Fri Apr 27 09:53:17 PDT 2018""","""Fri Apr 27 09:54:48 PDT 2018""","""Sat Apr 28 02:35:39 PDT 2018""","""""","""""","""""","""""","""[]""","""\""4fillerspacing\""""","""\""or_andprime\""""","""1.47415"""
"24",2,"""one_slider""","""filler""",0.93,"""English""","""2""","""Female""","""50""","""""","""Not sure""","""Yes""",""".25""","""3""","""Windows""",1080,1920,"""Chrome""","""3TLFH2L6Y9NYQKU6TDRYQPMOEKG2TL""","""32K57UXCKKL823J33RWQPRDG8NOU8F""","""Participate in a Linguistics Experiment!""","""Provide your judgments about sentences of English.""","""language research stanford fun cognitive science university explanations""","""$0.15""","""Fri Apr 27 09:51:12 PDT 2018""","""120""","""0""","""0""","""120""","""Reviewable""","""NotReviewed""","""1 cond""","""1800""","""60000""","""Sun May 27 09:51:12 PDT 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=3TLFH2L6Y9NYQKU6TDRYQPMOEKG2TL""","""3QFUFYSY9ZE1XDPMS9AZQJZ8FDOF45""",2,"""Approved""","""Sat Apr 28 02:34:48 PDT 2018""","""Fri Apr 27 09:53:17 PDT 2018""","""Fri Apr 27 09:54:48 PDT 2018""","""Sat Apr 28 02:35:39 PDT 2018""","""""","""""","""""","""""","""[]""","""\""4fillerspacing\""""","""\""or_andprime\""""","""1.47415"""
